Name,Date,Location,Stars,Subject,Comment,Response,Title
avikabi,2 April 2015,"
",5,Sterling made our stay heavenly....,"
We visited gangtok on 10th December 2014...me & my husband....this was our 3rd visit to Gangtok....since we love the city its like u r away but yet u r home....this time I had booked sterling for the 1st time and it really made me feel that y I hadn't booked with them in my 2 previous visit.... I assure every...
",,"
Gangtok - Delisso Abode, A Sterling Holidays Resort
"
Kishor88,28 March 2015,"
Mumbai, India
",5,Convenient place for stay at Gangtok ,"
Very convenient place to stay at Gangtok, very close to main market place M G market which is very romantic place to walk in evening. With no vehicle allowed Street, gives the pleasure of walking and enjoying the market. Good local stuff and lots of restaurants to enjoy food.
Hotel staff is really cooperative and polite.
Food quality is really...
",,"
Gangtok - Delisso Abode, A Sterling Holidays Resort
"
Bela K,27 March 2015,"
",3,Review,"
We had just sone night stay. Location is superb. Just off the main MG road
Staff was polite. Service was good. But had maintenance issues. Carpet in corridors was filthy. Rooms are small. There was problem when water supply. Had to leave hotel without a shower that day! Food was OK.
","
Dear Sir/Ma'am,
Namaste!
Thank you for choosing to holiday with us at Gangtok - Delisso Abode. We appreciate your taking the time to share your review of our resort.
We are grateful for your encouraging words about the resort location, staff and service. However, we are deeply concerned to learn that maintenance and water supply within the resort were a...
","
Gangtok - Delisso Abode, A Sterling Holidays Resort
"
naveen191,26 March 2015,"
Dallas, Texas
",1,Worst experience,"
Very bad experience staying at this hotel- stayed there for two days and didn't like the place a bit. We stayed at a similar star-rated hotel in Darjeeling and there is no comparison between the two. No way to justify the star rating of this hotel. The staff were in-different and didn't showed even basic courtesy. No attendant during the...
","
Dear Sir,
Namaste!
We appreciate your taking the time to share your review of Gangtok - Delisso Abode.
We sincerely apologize for not being able to create a pleasant and comfortable vacation experience for you. To rectify the aberrations, we have carefully noted the issues you have highlighted regarding staff, booking experience, room ambience and amenities, hot water supply, housekeeping,...
","
Gangtok - Delisso Abode, A Sterling Holidays Resort
"
amitsha_9,25 March 2015,"
Mumbai
",4,Good Stay and Good Food,"
This is a beautifull sterling resort located at 10 mins walk from M G Road in Gangtok. We stayed for 4 nights in March 15. The resort is nealty maintained and the food is very good with large spread.
Not all the rooms have mountain view, but the rooms are large and spacious. A must visit place for couples and...
",,"
Gangtok - Delisso Abode, A Sterling Holidays Resort
"
sumanth45,25 March 2015,"
Hyderabad, India
",2,Not worth for money,"
We stayed in this hotel for 3 days and it did not meet our expectations. There is a small geyser in the room and supplies only 1/2 bucket and we need to wait another 20 mins to get another 1/2 bucket or need to call room service to get hot water which is disgusting if we wanted to go out...
","
Dear Sir,
Namaste!
We appreciate your taking the time to share your review of Gangtok - Delisso Abode.
We apologize for not being able to extend a pleasant stay to you. In the Sterling kitchens, we maintain the highest levels in food quality and it is a matter of great surprise how the unfortunate incident happened. We have raised a...
","
Gangtok - Delisso Abode, A Sterling Holidays Resort
"
sankalpved,20 March 2015,"
Indore, India
",5,"Wonderful food, walking distance from MG road","
Never seen such a wonderful food & supportive staff. They would go any extent to satisfy you specially in terms of food choice.
We have taken no food outside during our stay.
Its very close to MG road where you can walk.
if you are making advance booking ensure that the room is bigger one.
",,"
Gangtok - Delisso Abode, A Sterling Holidays Resort
"
Saumil0808,13 March 2015,"
Mumbai, India
",4,Great Hospitality,"
Landing into the small and dated Bagdogra airport (IXB) was like a scene out of a 70s Bollywood movies, but the 4 hour 124 km drive to Gangtok takes you eons back in time. A precarious and bone jarring journey on constricted winding mountain roads, with compacts and multi axle trucks zipping about with gay abandon.
Amen for having the...
",,"
Gangtok - Delisso Abode, A Sterling Holidays Resort
"
nilimag2015,17 February 2015,"
Mumbai, India
",4,Nice hotel,"
A fairly new hotel & nicely done. Our rooms were on -3 floor. Very well done up & large. No view from them tho. Food was good...we unexpectedly came back for lunch from our sightseeing as it was raining, their kitchen had closed down, but they opened it & prepared lunch for us. Provided us heater on request.
Beautiful views...
",,"
Gangtok - Delisso Abode, A Sterling Holidays Resort
"
gullabella,14 February 2015,"
Lund, Sweden
",3,Extraordinary staff,"
Nice location, beautiful hill views. Wifi free but only in the lobby. Hot water only during a short while in the morning and the evening. However, the staff was outstanding. Was sick and noone could have taken better care of me and looked after me better, provided special food etc. Thanks a lot!
",,"
Gangtok - Delisso Abode, A Sterling Holidays Resort
"
Rajneesh_K_Chadha,8 June 2015,"
New Delhi, India
",1,Just STAY Away !!!!!!!!,"
i write this review while sitting in this hotel right now. Nothing is right here.
Location - 12 kms from Mcleodganj and 8 km from Dharamsala town. One feels as if he is in country house somewhere.
Food- absolutely awful. The chef seems to be from some local joint and class is missing completely.
Bathrooms - Even basics are missing....
","
Dear Sir,
Namaste!
Thank you for choosing to holiday with us at Dharamshala - The Sanctuary. We appreciate your taking the time to share your review of our resort.
We apologize for not being able to live up to your expectations from a Sterling Holidays resort. It is an honor for us that you held us in such high regard...
","
Dharamshala - The Sanctuary, A Sterling Holidays Resort
"
Bigway H,5 June 2015,"
Vapi, India
",3,"Best Services, Good Hotel, Average Food","
Basically it is a Hotel. Neither Resort nor Time share ( no kitchen facility). It is situated in Sidhpur. Location is very good. Stream is just behind the hotel. sound of stream is like a music 24 X 7 !
Front office Manager Mr.Vikas is very co operative and helpful . He has planned for us night camping. It was...
",,"
Dharamshala - The Sanctuary, A Sterling Holidays Resort
"
Anjashok,4 June 2015,"
Mumbai, India
",3,Small hotel but very far from main places.,"
As we are members we preferred staying here.But this place very far from any given known place. If you do not have your vehicle it is very difficult or rather expensive to move about.The restaurant is clean and chef does make things not listed on the menu.
","
Dear Sir,
Namaste!
Thank you for choosing to holiday with us at Dharamshala - The Sanctuary. We appreciate your taking the time to share your review of our resort.
We are regretful to learn that the location of our resort marred your overall holiday experience but we do hope our staff members were able to take good care of you...
","
Dharamshala - The Sanctuary, A Sterling Holidays Resort
"
Shaan_pabla,31 May 2015,"
",1,HOPELESS.,"
Hi
I visited this hotel on 29-05-15.
1. Location: Quite far from dharamshala. And double far away from mcleodganj. As the road is being repaired, we had to go thru villages to reach it. They say it waill take another 10 days so beware. The local ppl have no idea about the hotel. Dnt completely trust ur gps either. The...
","
Dear Sir/Ma'am,
Namaste!
We appreciate your taking the time to share your review of Dharamshala - The Sanctuary.
We apologize for not being able to deliver a pleasant holiday experience to you as well as the inconvenience caused in reaching the resort. Upon reading your feedback, we have learnt that the overall ambience of and the stay at the resort...
","
Dharamshala - The Sanctuary, A Sterling Holidays Resort
"
DishaEnt,17 May 2015,"
Mumbai
",4,Good place to be - out of Dharamshala,"
This place is NOT in Dharamshala. Its at Sidhpur as told to us by locals.
The service of everyone in the hotel is good and you can feel it the way they are trying to make their place a better place for the tourists.
The best part about this hotel is the stream that runs behind the hotel... they have...
",,"
Dharamshala - The Sanctuary, A Sterling Holidays Resort
"
Sanjiv_Traveller,12 May 2015,"
New Delhi, India
",3,"Good place to stay, Very good hospitality","
I would probably rate this place as a hotel and not a resort as it is not very vast. It is situated next to a river and one can see the beautiful mountains from a distance. The food is really good and the hospitality by the staff is exceptional. Special mention of Mr.Kuldeep from restuarant who took very good care...
",,"
Dharamshala - The Sanctuary, A Sterling Holidays Resort
"
hari m,28 April 2015,"
Bandar Seri Begawan, Brunei Darussalam
",4,amongst the clouds,"
We recently stayed here during our 3 day visit to Dharmasala
being sterling members for 2 decades this property did not have a typical sterling feel to it but it was comfortable
we had a dinner breakfast combo for a couple offer
dinner was a disaster with all dishes tasting same though they had different names we could have been...
",,"
Dharamshala - The Sanctuary, A Sterling Holidays Resort
"
