Review,Pos/Neg,Correlation
"
Staff very friendly and helpful, though service needs to improve. Stayed in their luxury tents, it was an amazing experience. Their pool though small is very clean and well maintained. Activity room requires air conditioning. Had a wonderful holiday.
",pos,1.0
"
Location is reasonably good, about 5-6 KMs from Sariska Tiger Reserve Gate. Food quality is just about average. No a la carte. Hardly any room service. Room sizes are good. Maintenance is average. Overall it is a little less than 'Value for Money' proposition.
",neg,1.0
"
The New Resort of Sterling Family is worth the name Heaven. The property is still under development,but Management and Stafff go out of the way to make you happy.The Restaurant is very good and have different dishes every time though choice is limited.The Place is calm filled with Peacocks and birds.If you like a calm holiday without hassles go for...
",pos,1.0
"
My daughter decided to book sterling resort Puri for us. It is on one end of Puri. When we checked into our room (which was pre booked) we were greeted by dead cockroaches and bugs all over the floor. We had to give money to the housekeeping staff to clean the room. No hair dryer, shower cap, or shampoo. The...
",neg,1.0
"
Mast(good) location, mast greenery, mast behaviour and courtesy of all staff members, mast view of beach, it's located at beach, mast amenities. overall mast resort of puri.
My holiday experience at sterling golden sands was awesome.
It's good place for family and couple to visit.
",neg,0.6
"
Stayed there for 4 days with my family ( a big one at that !) and the experience was memorable. Excellent location , good food and a very courteous staff makes it a very good combo. Sea beach is only a 5 min walk away and its a virgin beach devoid of any pollution or crowds. Staff is very friendly...
",neg,0.6
"
First of all this is a romantic hotel where anyone should visit along with family or couple. Hotel atmosphere and staffs attentiveness are quite impressive but professional. However rooms are seems to be recently renovated from a bunch of old buildings with tiny bathrooms inside. Clean and comfortable beds with adequate lighting but well maintained. Unfortunately rooms are with old...
",pos,1.0
"
Nice place to Stay at Puri, Although the development program is going on by the Government administration still the staff co operation never let you down......... Pool side shacks & whistles of Sea breeze add more fun to it.
",neg,1.0
"
Good Hotel, wonderful staff nice food bit far from beach but truly nice experience to stay. the best part of it is the shacks they have developed to make guest comfortable with sea side experience....
",pos,1.0
"
We stayed here for 2 nights in 2 rooms. The rooms here are large and spacious with mini kitchen, living area and bedroom. The location is also great considering that the resort is far from the city centre in an isolated and peaceful area next to the sea. In spite of this, access to the sea is not easy considering...
",pos,0.8
"
Being a Sterling member, my dad decided to take us on a getaway to Puri and stay at Golden Sands. Initially, the first look of the resort disappointed me very very much. That feeling receded when we saw our apartment room. It was clean and neat. They had recently fixed an A/C in the living room which felt like a...
",neg,1.0
"
We enjoyed short stay of two nights at this resort which is at secluded location bit far away from Puri city, having it's own small strech of sea shore. Apprach road , last strech of abt 2 km is not yet ready n in resort also lot of work is needed.
Staff is friendly , specially d restaurant staff helps...
",neg,0.8
"
Don't go by the picture you see on the website or on other platforms. It will frustrate you to no end.
It's a quiet and private place no doubt. This property is at the very end of the river and beach so there is not much thoroughfare or other activity. At the same time, it is at a fairly good...
",pos,1.0
"
My father had been to the place last week and was so impressed with the hotel and service that he's making me write this review....he says rooms are spotless with clean bathrooms....and the staff is ever ready to help...special mention to Mr Sagar the receptionist and Ajith Praveen from the restaurant....one small suggestion to the management would be to arrange...
",neg,0.8
"
Made my reservation through Yatra.com,never got any confirmation neither from Yatra nor from the hotell side.Arrived at the hotel,associate was confused about the reservation and apparently 2 rooms were booked instead of one ,Didint have a very welcoming experience..room is decent for a one night stay..Free internet is kept as a secret and when asked provided the password ,however did...
",neg,1.0
"
it was excellent experience. The hospitality of sterling is well established. It was one more experience of the same. Well done rooms, ever attentive staff. good tasty food.
24 hrs hot water, Air conditioned rooms.
",pos,1.0
